,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
16,2018-03-16-03,161842,2419.68,2219.949,469.743,438.674,3.271,0.873,1.071,0.934,0.994
17,2018-03-16-03,156795,3348.509,2220.878,456.333,437.482,4.402,0.881,1.043,0.959,0.994
18,2018-03-16-03,156726,4289.562,2221.924,459.842,433.953,4.358,0.883,1.06,0.944,0.994
19,2018-03-16-03,152826,5247.3,2232.026,460.326,422.71,28.449,0.796,1.089,0.918,0.976
20,2018-03-16-03,152857,6178.205,2229.864,452.621,429.992,168.086,0.859,1.053,0.95,0.992
21,2018-03-16-03,157011,1014.91,3028.879,454.417,439.932,14.249,0.861,1.033,0.968,0.99
22,2018-03-16-03,158661,1951.892,3033.553,465.499,433.972,7.216,0.862,1.073,0.932,0.992
23,2018-03-16-03,155183,2884.188,3035.72,459.216,430.266,8.551,0.843,1.067,0.937,0.99
24,2018-03-16-03,155046,3819.044,3036.293,457.299,431.688,4.098,0.882,1.059,0.944,0.994
25,2018-03-16-03,159273,5712.801,3039.829,464.263,436.806,171.892,0.87,1.063,0.941,0.993
26,2018-03-16-03,153409,4763.007,3037.692,456.796,427.6,1.392,0.88,1.068,0.936,0.993
27,2018-03-16-03,153487,547.349,3842.72,450.819,433.49,15.407,0.864,1.04,0.962,0.992
28,2018-03-16-03,157203,1481.548,3844.808,459.686,435.421,5.526,0.858,1.056,0.947,0.991
29,2018-03-16-03,159739,5241.628,3853.243,467.782,434.788,177.649,0.874,1.076,0.929,0.993
30,2018-03-16-03,157534,6183.968,3854.738,462.239,433.928,170.124,0.881,1.065,0.939,0.994
31,2018-03-16-03,151010,2421.614,3848.229,468.343,410.537,9.588,0.671,1.141,0.877,0.976
32,2018-03-16-03,151616,3351.504,3852.549,460.602,419.111,4.991,0.876,1.099,0.91,0.994
33,2018-03-16-03,152690,4293.572,3852.067,464.465,418.57,2.997,0.87,1.11,0.901,0.994
34,2018-03-16-03,156822,1013.387,4655.89,455.921,437.953,10.918,0.865,1.041,0.961,0.993
35,2018-03-16-03,157465,1948.44,4660.267,462.211,433.764,4.147,0.862,1.066,0.938,0.991
36,2018-03-16-03,153218,4764.375,4666.55,459.89,424.195,1.711,0.837,1.084,0.922,0.988
37,2018-03-16-03,158716,5712.877,4667.134,464.073,435.456,176.316,0.875,1.066,0.938,0.994
38,2018-03-16-03,154513,3820.769,4663.968,461.186,426.578,4.035,0.858,1.081,0.925,0.992
39,2018-03-16-03,154983,2884.77,4663.718,469.063,420.691,4.092,0.867,1.115,0.897,0.992
40,2018-03-16-03,152943,545.808,5468.657,450.187,432.561,21.492,0.868,1.041,0.961,0.993
41,2018-03-16-03,156622,1480.316,5471.194,459.934,433.578,5.906,0.861,1.061,0.943,0.992
42,2018-03-16-03,158321,2416.468,5472.66,466.108,432.476,1.259,0.872,1.078,0.928,0.992
43,2018-03-16-03,157180,4293.141,5474.979,463.804,431.493,1.681,0.88,1.075,0.93,0.994
44,2018-03-16-03,157719,6183.266,5478.968,461.025,435.582,170.989,0.872,1.058,0.945,0.993
45,2018-03-16-03,154799,3351.646,5475.056,463.336,425.385,6.872,0.875,1.089,0.918,0.994
46,2018-03-16-03,155216,5241.498,5482.825,465.228,424.796,0.885,0.859,1.095,0.913,0.991
47,2018-03-16-03,155974,1011.215,6281.868,453.924,437.501,5.037,0.87,1.038,0.964,0.993
48,2018-03-16-03,157820,1948.073,6283.579,465.09,432.051,5.851,0.859,1.076,0.929,0.993
49,2018-03-16-03,157346,3820.04,6286.987,460.199,435.332,2.711,0.882,1.057,0.946,0.994
50,2018-03-16-03,157613,2883.518,6285.309,465.936,430.701,1.108,0.876,1.082,0.924,0.994
51,2018-03-16-03,149899,4769.401,6291.756,446.805,427.161,12.3,0.845,1.046,0.956,0.988
52,2018-03-16-03,156803,5711.416,6293.978,464.502,429.81,175.348,0.869,1.081,0.925,0.993
53,2018-03-16-03,154334,545.525,7093.583,452.747,434.026,14.022,0.866,1.043,0.959,0.993
54,2018-03-16-03,157143,1479.448,7096.13,459.073,435.836,4.571,0.873,1.053,0.949,0.993
55,2018-03-16-03,160485,2416.526,7097.124,467.047,437.506,0.438,0.869,1.068,0.937,0.994
56,2018-03-16-03,159127,4295.1,7100.015,472.465,428.829,2.094,0.877,1.102,0.908,0.994
57,2018-03-16-03,157126,3352.51,7099.804,466.368,428.973,4.011,0.879,1.087,0.92,0.994
58,2018-03-16-03,158012,6181.982,7104.491,460.591,436.802,174.175,0.873,1.054,0.948,0.993
59,2018-03-16-03,155599,5240.059,7109.003,466.348,424.822,179.928,0.867,1.098,0.911,0.992
60,2018-03-16-03,156576,1011.488,7907.316,455.954,437.234,4.559,0.877,1.043,0.959,0.994
61,2018-03-16-03,159018,2882.354,7910.608,464.054,436.302,2.93,0.882,1.064,0.94,0.994
62,2018-03-16-03,157538,1947.239,7910.812,463.836,432.445,2.73,0.865,1.073,0.932,0.992
63,2018-03-16-03,157373,3822.175,7912.487,465.42,430.522,179.275,0.883,1.081,0.925,0.995
64,2018-03-16-03,157981,5708.781,7917.831,463.708,433.781,176.099,0.875,1.069,0.935,0.994
65,2018-03-16-03,156204,4765.145,7917.386,470.641,422.583,178.707,0.866,1.114,0.898,0.993
66,2018-03-16-03,153745,546.574,8720.077,451.775,433.301,14.359,0.867,1.043,0.959,0.994
67,2018-03-16-03,157858,1480.015,8721.341,461.176,435.823,3.394,0.873,1.058,0.945,0.994
68,2018-03-16-03,158493,2414.288,8722.805,465.238,433.756,2.001,0.882,1.073,0.932,0.994
69,2018-03-16-03,158038,5237.808,8731.035,464.923,432.803,5.246,0.869,1.074,0.931,0.99
70,2018-03-16-03,156285,3351.302,8725.734,465.78,427.215,2.015,0.879,1.09,0.917,0.994
71,2018-03-16-03,160158,4294.617,8728.609,471.302,432.673,176.685,0.879,1.089,0.918,0.994
72,2018-03-16-03,157385,6177.031,8730.639,460.039,435.591,172.742,0.879,1.056,0.947,0.993
1,2018-03-17-01,156341,1485.69,593.135,458.656,434.007,11.226,0.861,1.057,0.946,0.992
2,2018-03-17-01,156299,2418.476,597.511,461.589,431.132,0.284,0.843,1.071,0.934,0.989
3,2018-03-17-01,153211,4287.844,599.948,455.885,427.903,176.915,0.574,1.065,0.939,0.987
4,2018-03-17-01,146579,557.416,595.405,447.104,417.42,23.895,0.847,1.071,0.934,0.989
5,2018-03-17-01,154206,3350.852,596.934,458.589,428.141,6.612,0.877,1.071,0.934,0.994
6,2018-03-17-01,155400,5236.563,601.331,461.221,428.995,166.807,0.743,1.075,0.93,0.983
7,2018-03-17-01,145594,6169.934,613.551,459.809,403.159,155.801,0.563,1.141,0.877,0.983
8,2018-03-17-01,154646,1016.911,1405.415,451.59,436.018,11.741,0.852,1.036,0.966,0.989
9,2018-03-17-01,155786,1949.574,1410.139,460.915,430.346,0.534,0.845,1.071,0.934,0.99
10,2018-03-17-01,153515,3817.465,1410.219,457.181,427.536,5.078,0.874,1.069,0.935,0.994
11,2018-03-17-01,159891,4766.82,1413.482,471.017,432.213,176.9,0.87,1.09,0.918,0.992
12,2018-03-17-01,152259,2882.719,1409.45,453.848,427.152,4.858,0.852,1.062,0.941,0.99
13,2018-03-17-01,157594,5707.242,1415.559,463.767,432.663,171.617,0.869,1.072,0.933,0.993
14,2018-03-17-01,159897,1484.896,2216.529,461.545,441.1,8.242,0.878,1.046,0.956,0.994
15,2018-03-17-01,152149,549.343,2217.268,447.577,432.824,18.173,0.865,1.034,0.967,0.992
16,2018-03-17-01,161834,2419.663,2219.969,469.709,438.683,3.225,0.873,1.071,0.934,0.994
17,2018-03-17-01,156682,3348.395,2220.866,456.121,437.37,4.633,0.881,1.043,0.959,0.994
18,2018-03-17-01,156654,4289.479,2221.89,459.691,433.896,4.592,0.882,1.059,0.944,0.994
19,2018-03-17-01,152589,5247.484,2232.256,460.528,421.869,28.668,0.783,1.092,0.916,0.975
20,2018-03-17-01,152689,6178.432,2229.853,451.981,430.128,167.762,0.858,1.051,0.952,0.992
21,2018-03-17-01,156819,1014.66,3028.897,453.772,440.019,14.705,0.856,1.031,0.97,0.989
22,2018-03-17-01,158753,1951.917,3033.486,465.615,434.115,7.119,0.858,1.073,0.932,0.992
23,2018-03-17-01,155054,2884.007,3035.71,458.828,430.272,8.867,0.829,1.066,0.938,0.99
24,2018-03-17-01,154967,3818.947,3036.266,457.111,431.646,4.304,0.883,1.059,0.944,0.994
25,2018-03-17-01,159241,5712.774,3039.833,464.207,436.77,171.759,0.872,1.063,0.941,0.993
26,2018-03-17-01,153328,4762.95,3037.708,456.734,427.433,1.466,0.878,1.069,0.936,0.993
27,2018-03-17-01,153092,546.83,3842.764,449.54,433.605,16.347,0.867,1.037,0.965,0.992
28,2018-03-17-01,157296,1481.651,3844.667,459.888,435.487,6.522,0.86,1.056,0.947,0.991
29,2018-03-17-01,159786,5241.588,3853.183,467.818,434.882,177.466,0.875,1.076,0.93,0.993
30,2018-03-17-01,157536,6183.967,3854.735,462.24,433.933,170.113,0.881,1.065,0.939,0.994
31,2018-03-17-01,150939,2421.53,3848.262,468.356,410.332,9.949,0.67,1.141,0.876,0.976
32,2018-03-17-01,151524,3351.381,3852.52,460.363,419.074,5.159,0.876,1.099,0.91,0.994
33,2018-03-17-01,152628,4293.489,3852.034,464.362,418.493,3.15,0.869,1.11,0.901,0.994
34,2018-03-17-01,156770,1013.337,4655.891,455.803,437.921,11.206,0.868,1.041,0.961,0.992
35,2018-03-17-01,157491,1948.457,4660.204,462.293,433.759,4.739,0.861,1.066,0.938,0.99
36,2018-03-17-01,158739,5712.912,4667.135,464.151,435.446,176.319,0.871,1.066,0.938,0.994
37,2018-03-17-01,152010,4763.058,4667.603,458.602,422.033,176.997,0.665,1.087,0.92,0.981
38,2018-03-17-01,154624,3820.741,4664.185,460.765,427.275,3.932,0.863,1.078,0.927,0.993
39,2018-03-17-01,154902,2884.633,4663.708,468.817,420.691,4.223,0.865,1.114,0.897,0.992
40,2018-03-17-01,152681,545.463,5468.734,449.286,432.685,22,0.872,1.038,0.963,0.993
41,2018-03-17-01,156561,1480.236,5471.216,459.718,433.613,5.749,0.86,1.06,0.943,0.992
42,2018-03-17-01,158182,2416.273,5472.605,465.732,432.445,1.696,0.867,1.077,0.929,0.992
43,2018-03-17-01,157139,4293.083,5474.97,463.678,431.497,1.759,0.881,1.075,0.931,0.994
44,2018-03-17-01,157767,6183.328,5478.977,461.184,435.564,170.994,0.872,1.059,0.944,0.993
45,2018-03-17-01,154712,3351.514,5475.056,463.063,425.397,7.019,0.876,1.089,0.919,0.994
46,2018-03-17-01,155183,5241.503,5482.878,465.335,424.609,0.986,0.854,1.096,0.912,0.991
47,2018-03-17-01,155851,1011.014,6281.899,453.482,437.582,4.499,0.87,1.036,0.965,0.993
48,2018-03-17-01,157644,1947.889,6283.688,464.771,431.866,5.747,0.859,1.076,0.929,0.992
49,2018-03-17-01,157249,3819.929,6286.96,459.963,435.286,2.826,0.881,1.057,0.946,0.994
50,2018-03-17-01,157534,2883.363,6285.317,465.622,430.776,1.307,0.875,1.081,0.925,0.994
51,2018-03-17-01,149735,4769.482,6291.803,446.575,426.913,12.783,0.847,1.046,0.956,0.989
52,2018-03-17-01,156786,5711.394,6293.986,464.438,429.823,175.296,0.868,1.081,0.925,0.993
53,2018-03-17-01,154208,545.356,7093.634,452.26,434.139,13.914,0.864,1.042,0.96,0.993
54,2018-03-17-01,156995,1479.244,7096.122,458.514,435.957,4.809,0.873,1.052,0.951,0.993
55,2018-03-17-01,160471,2416.474,7097.168,466.929,437.579,0.356,0.867,1.067,0.937,0.993
56,2018-03-17-01,159111,4295.079,7099.997,472.475,428.777,2.163,0.878,1.102,0.908,0.994
57,2018-03-17-01,157044,3352.366,7099.809,466.118,428.979,4.167,0.881,1.087,0.92,0.994
58,2018-03-17-01,158002,6181.969,7104.482,460.554,436.809,174.226,0.874,1.054,0.948,0.993
59,2018-03-17-01,155658,5240.026,7108.954,466.517,424.829,179.792,0.869,1.098,0.911,0.992
60,2018-03-17-01,156502,1011.392,7907.354,455.705,437.267,4.235,0.875,1.042,0.96,0.994
61,2018-03-17-01,158931,2882.242,7910.585,463.804,436.299,3.047,0.881,1.063,0.941,0.994
62,2018-03-17-01,157525,1947.155,7910.817,463.598,432.632,2.736,0.866,1.072,0.933,0.993
63,2018-03-17-01,157397,3822.014,7912.48,465.492,430.521,179.41,0.882,1.081,0.925,0.994
64,2018-03-17-01,158032,5708.852,7917.83,463.905,433.737,176.135,0.877,1.07,0.935,0.994
65,2018-03-17-01,156149,4765.125,7917.317,470.698,422.383,178.78,0.865,1.114,0.897,0.993
66,2018-03-17-01,153681,546.49,8720.109,451.534,433.351,14.244,0.866,1.042,0.96,0.994
67,2018-03-17-01,157727,1479.853,8721.398,460.772,435.843,2.971,0.871,1.057,0.946,0.993
68,2018-03-17-01,158414,2414.181,8722.811,464.992,433.769,2.004,0.882,1.072,0.933,0.994
69,2018-03-17-01,157787,5237.993,8731.307,464.986,432.058,6.127,0.865,1.076,0.929,0.989
70,2018-03-17-01,156241,3351.185,8725.748,465.598,427.261,2.156,0.88,1.09,0.918,0.994
71,2018-03-17-01,160191,4294.566,8728.619,471.398,432.674,176.726,0.88,1.09,0.918,0.994
72,2018-03-17-01,157466,6177.117,8730.694,460.228,435.636,172.494,0.881,1.056,0.947,0.994
1,2018-03-17-02,156404,1485.778,593.194,458.807,434.038,10.684,0.857,1.057,0.946,0.992
2,2018-03-17-02,154251,2419.104,599.796,460.455,426.531,1.549,0.72,1.08,0.926,0.981
3,2018-03-17-02,151198,4286.764,601.411,453.396,424.599,175.128,0.419,1.068,0.936,0.977
4,2018-03-17-02,146138,558.067,595.693,447.679,415.63,27.289,0.83,1.077,0.928,0.987
5,2018-03-17-02,152906,3351.199,598.025,458.052,425.03,8.845,0.856,1.078,0.928,0.989
6,2018-03-17-02,154941,5237.449,601.477,461.253,427.698,167.641,0.699,1.078,0.927,0.982
7,2018-03-17-02,144080,6168.491,613.403,456.716,401.668,155.523,0.457,1.137,0.879,0.975
8,2018-03-17-02,148830,1023.177,1410.631,453.062,418.257,35.506,0.742,1.083,0.923,0.974
9,2018-03-17-02,154710,1948.863,1411.344,461.058,427.241,176.385,0.697,1.079,0.927,0.986
10,2018-03-17-02,153329,3817.33,1410.09,457.028,427.161,5.376,0.874,1.07,0.935,0.994
11,2018-03-17-02,158979,4766.3,1414.452,471.392,429.405,174.717,0.803,1.098,0.911,0.988
12,2018-03-17-02,151811,2882.711,1409.343,453.039,426.655,5.534,0.86,1.062,0.942,0.991
13,2018-03-17-02,156741,5706.917,1416.519,463.834,430.259,170.363,0.851,1.078,0.928,0.99
14,2018-03-17-02,159904,1484.949,2216.583,461.65,441.018,8.168,0.878,1.047,0.955,0.994
15,2018-03-17-02,152024,549.447,2217.544,448.141,431.925,15.825,0.842,1.038,0.964,0.988
16,2018-03-17-02,155268,2412.458,2220.31,454.971,434.518,2.902,0.823,1.047,0.955,0.991
17,2018-03-17-02,155555,3348.834,2221.873,456.397,433.962,9.458,0.866,1.052,0.951,0.992
18,2018-03-17-02,156487,4289.396,2221.812,459.6,433.52,4.991,0.881,1.06,0.943,0.994
19,2018-03-17-02,148268,5252.619,2231.301,448.594,420.827,34.043,0.599,1.066,0.938,0.963
20,2018-03-17-02,153061,6178.42,2229.885,453.228,429.989,168.088,0.867,1.054,0.949,0.993
21,2018-03-17-02,157073,1015.045,3028.834,454.992,439.55,14.117,0.859,1.035,0.966,0.99
22,2018-03-17-02,157458,1952.221,3034.916,465.868,430.34,7.188,0.845,1.083,0.924,0.988
23,2018-03-17-02,154639,2883.921,3035.82,458.491,429.436,9.369,0.781,1.068,0.937,0.99
24,2018-03-17-02,154477,3818.873,3036.608,457.236,430.164,4.893,0.88,1.063,0.941,0.994
25,2018-03-17-02,159274,5712.898,3039.797,464.533,436.554,171.725,0.872,1.064,0.94,0.993
26,2018-03-17-02,152171,4762.442,3038.792,456.303,424.608,179.021,0.839,1.075,0.931,0.99
27,2018-03-17-02,153393,547.259,3842.595,450.935,433.114,16.705,0.851,1.041,0.96,0.991
28,2018-03-17-02,157318,1481.721,3844.581,460.25,435.206,6.959,0.853,1.058,0.946,0.991
29,2018-03-17-02,158783,5242.819,3854.108,466.056,433.786,2.517,0.877,1.074,0.931,0.993
30,2018-03-17-02,156334,6184.623,3856.006,460.361,432.379,174.682,0.87,1.065,0.939,0.992
31,2018-03-17-02,149980,2422.436,3848.401,468.328,407.75,11.661,0.654,1.149,0.871,0.971
32,2018-03-17-02,151360,3351.214,3852.437,460.062,418.894,5.324,0.876,1.098,0.911,0.994
33,2018-03-17-02,152455,4293.42,3851.916,464.227,418.139,3.145,0.869,1.11,0.901,0.994
34,2018-03-17-02,154932,1012.264,4658.201,455.717,432.869,178.709,0.724,1.053,0.95,0.986
35,2018-03-17-02,157673,1948.909,4660.18,463.686,432.955,5.216,0.848,1.071,0.934,0.991
36,2018-03-17-02,158608,5713.183,4667.333,464.127,435.109,177.519,0.876,1.067,0.937,0.993
37,2018-03-17-02,149673,4763.241,4669.922,457.093,416.916,178.834,0.586,1.096,0.912,0.973
38,2018-03-17-02,154062,3820.451,4663.527,461.118,425.396,4.885,0.867,1.084,0.923,0.993
39,2018-03-17-02,154822,2884.49,4663.533,468.654,420.62,4.329,0.865,1.114,0.898,0.992
40,2018-03-17-02,152576,545.35,5468.829,448.9,432.759,21.553,0.868,1.037,0.964,0.993
41,2018-03-17-02,152310,1482.648,5474.246,454.798,426.403,8.364,0.379,1.067,0.938,0.971
42,2018-03-17-02,158183,2416.34,5472.517,466.067,432.137,1.842,0.865,1.079,0.927,0.992
43,2018-03-17-02,157009,4293.019,5474.843,463.616,431.197,1.884,0.881,1.075,0.93,0.994
44,2018-03-17-02,157773,6183.418,5479.041,461.277,435.493,171.203,0.875,1.059,0.944,0.993
45,2018-03-17-02,154371,3351.476,5475.096,462.866,424.64,7.57,0.872,1.09,0.917,0.994
46,2018-03-17-02,153233,5241.579,5484.691,462.69,421.669,0.232,0.747,1.097,0.911,0.985
47,2018-03-17-02,154861,1010.52,6283.169,454.004,434.303,178.578,0.856,1.045,0.957,0.991
48,2018-03-17-02,157452,1947.882,6283.712,465.117,431.019,5.669,0.857,1.079,0.927,0.992
49,2018-03-17-02,157049,3819.756,6286.816,459.709,434.973,3.253,0.884,1.057,0.946,0.994
50,2018-03-17-02,157248,2883.143,6285.365,465.438,430.163,1.107,0.873,1.082,0.924,0.993
51,2018-03-17-02,149769,4769.285,6291.695,447.061,426.545,12.264,0.848,1.048,0.954,0.988
52,2018-03-17-02,156528,5711.616,6294.274,464.183,429.351,176.506,0.868,1.081,0.925,0.992
53,2018-03-17-02,154136,545.269,7093.674,452.033,434.154,13.669,0.867,1.041,0.96,0.993
54,2018-03-17-02,156964,1479.224,7096.138,458.488,435.895,4.622,0.867,1.052,0.951,0.993
55,2018-03-17-02,160451,2416.575,7097.204,467.419,437.065,0.43,0.868,1.069,0.935,0.993
56,2018-03-17-02,159003,4295.049,7099.947,472.509,428.456,2.171,0.875,1.103,0.907,0.994
57,2018-03-17-02,156910,3352.232,7099.741,465.861,428.849,4.311,0.88,1.086,0.921,0.994
58,2018-03-17-02,158146,6182.163,7104.504,461.073,436.715,174.247,0.876,1.056,0.947,0.994
59,2018-03-17-02,155462,5240.323,7109.196,466.336,424.459,0.734,0.865,1.099,0.91,0.991
60,2018-03-17-02,156499,1011.405,7907.365,455.766,437.2,4.275,0.87,1.042,0.959,0.993
61,2018-03-17-02,149590,1937.297,7914.354,446.399,426.667,147.611,0.872,1.046,0.956,0.991
62,2018-03-17-02,156458,2883.813,7912.693,462.595,430.633,10.46,0.535,1.074,0.931,0.985
63,2018-03-17-02,157315,3821.86,7912.436,465.342,430.435,179.515,0.882,1.081,0.925,0.995
64,2018-03-17-02,158097,5708.972,7917.834,464.17,433.667,176.332,0.877,1.07,0.934,0.994
65,2018-03-17-02,155064,4763.778,7917.237,467.156,422.629,177.897,0.866,1.105,0.905,0.993
66,2018-03-17-02,153584,546.377,8720.175,451.205,433.393,13.734,0.864,1.041,0.961,0.993
67,2018-03-17-02,155270,1477.733,8724.037,459.978,429.794,170.071,0.849,1.07,0.934,0.986
68,2018-03-17-02,158274,2414.042,8722.755,464.764,433.598,2.109,0.881,1.072,0.933,0.994
69,2018-03-17-02,155876,5240.2,8732.738,462.255,429.347,14.587,0.867,1.077,0.929,0.991
70,2018-03-17-02,156070,3351.048,8725.7,465.376,426.998,2.185,0.881,1.09,0.918,0.994
71,2018-03-17-02,160155,4294.575,8728.592,471.375,432.597,176.644,0.879,1.09,0.918,0.994
72,2018-03-17-02,157465,6177.313,8730.892,460.503,435.373,172.787,0.88,1.058,0.945,0.993
1,2018-03-17-03,156372,1485.717,593.225,458.579,434.165,10.67,0.853,1.056,0.947,0.991
2,2018-03-17-03,156195,2420.39,598.254,464.737,427.928,4.879,0.814,1.086,0.921,0.985
3,2018-03-17-03,152647,4287.244,600.315,454.96,427.194,174.565,0.532,1.065,0.939,0.983
4,2018-03-17-03,146302,558.431,595.635,448.001,415.797,26.532,0.832,1.077,0.928,0.987
5,2018-03-17-03,153492,3351.278,597.68,458.552,426.194,8.517,0.862,1.076,0.929,0.991
6,2018-03-17-03,155438,5237.036,601.514,462.122,428.263,167.623,0.74,1.079,0.927,0.983
7,2018-03-17-03,145117,6169.443,613.957,460.009,401.663,154.982,0.56,1.145,0.873,0.982
8,2018-03-17-03,155010,1017.432,1405.42,452.954,435.728,11.002,0.848,1.04,0.962,0.989
9,2018-03-17-03,155617,1949.582,1410.515,461.527,429.309,179.361,0.852,1.075,0.93,0.99
10,2018-03-17-03,153515,3817.481,1410.209,457.258,427.464,5.122,0.874,1.07,0.935,0.994
11,2018-03-17-03,159253,4766.445,1414.232,471.365,430.17,175.266,0.849,1.096,0.913,0.989
12,2018-03-17-03,151923,2883.237,1409.408,452.878,427.123,5.313,0.861,1.06,0.943,0.991
13,2018-03-17-03,156611,5706.667,1416.693,464.09,429.665,169.031,0.831,1.08,0.926,0.989
14,2018-03-17-03,159925,1484.927,2216.538,461.594,441.13,8.137,0.88,1.046,0.956,0.994
15,2018-03-17-03,152364,549.668,2217.327,448.316,432.721,16.938,0.856,1.036,0.965,0.991
16,2018-03-17-03,161161,2419.407,2220.841,470.26,436.347,1.192,0.858,1.078,0.928,0.991
17,2018-03-17-03,156462,3348.514,2221.163,456.439,436.452,5.389,0.878,1.046,0.956,0.993
18,2018-03-17-03,156657,4289.493,2221.885,459.728,433.869,4.621,0.883,1.06,0.944,0.994
19,2018-03-17-03,148822,5252.019,2230.93,448.62,422.375,32.819,0.584,1.062,0.941,0.963
20,2018-03-17-03,152888,6178.234,2229.811,452.777,429.931,168.197,0.86,1.053,0.95,0.992
21,2018-03-17-03,157133,1015.092,3028.999,454.772,439.931,11.946,0.851,1.034,0.967,0.99
22,2018-03-17-03,158806,1952.062,3033.535,465.981,433.919,6.945,0.872,1.074,0.931,0.993
23,2018-03-17-03,154993,2884.016,3035.765,458.913,430.023,8.651,0.826,1.067,0.937,0.99
24,2018-03-17-03,154911,3818.99,3036.338,457.235,431.373,4.49,0.882,1.06,0.943,0.994
25,2018-03-17-03,159233,5712.783,3039.862,464.316,436.646,171.596,0.87,1.063,0.94,0.993
26,2018-03-17-03,152839,4762.897,3038.275,456.698,426.104,1.071,0.87,1.072,0.933,0.992
27,2018-03-17-03,153561,547.461,3842.634,451.278,433.258,15.925,0.857,1.042,0.96,0.991
28,2018-03-17-03,157361,1481.74,3844.7,460.112,435.455,6.227,0.856,1.057,0.946,0.991
29,2018-03-17-03,159805,5241.615,3853.186,467.891,434.867,177.465,0.874,1.076,0.929,0.993
30,2018-03-17-03,157552,6183.956,3854.715,462.249,433.969,170.025,0.88,1.065,0.939,0.994
31,2018-03-17-03,150939,2421.719,3847.893,469.202,409.592,9.85,0.671,1.146,0.873,0.977
32,2018-03-17-03,151543,3351.4,3852.528,460.398,419.095,5.157,0.876,1.099,0.91,0.994
33,2018-03-17-03,152626,4293.511,3852.026,464.356,418.493,3.112,0.871,1.11,0.901,0.994
34,2018-03-17-03,156806,1013.578,4656.051,456.756,437.108,10.344,0.871,1.045,0.957,0.992
35,2018-03-17-03,157588,1948.636,4660.367,462.813,433.539,3.625,0.858,1.068,0.937,0.991
36,2018-03-17-03,150994,4763.673,4668.705,458.012,419.752,0.385,0.62,1.091,0.916,0.978
37,2018-03-17-03,158764,5713.002,4667.134,464.295,435.379,176.702,0.876,1.066,0.938,0.994
38,2018-03-17-03,154461,3820.701,4663.94,461.071,426.541,4.216,0.859,1.081,0.925,0.992
39,2018-03-17-03,154980,2884.647,4663.637,468.897,420.832,4.1,0.865,1.114,0.897,0.992
40,2018-03-17-03,152876,545.735,5468.719,449.854,432.691,21.174,0.866,1.04,0.962,0.992
41,2018-03-17-03,156738,1480.467,5471.171,460.291,433.562,5.987,0.861,1.062,0.942,0.992
42,2018-03-17-03,158342,2416.466,5472.659,466.12,432.522,1.407,0.869,1.078,0.928,0.992
43,2018-03-17-03,157144,4293.096,5474.961,463.712,431.479,1.79,0.881,1.075,0.93,0.994
44,2018-03-17-03,157829,6183.412,5478.983,461.4,435.531,171.064,0.876,1.059,0.944,0.993
45,2018-03-17-03,154329,3351.875,5475.448,463.069,424.338,8.331,0.86,1.091,0.916,0.992
46,2018-03-17-03,154305,5240.645,5483.889,465.317,422.222,177.78,0.784,1.102,0.907,0.986
47,2018-03-17-03,155962,1011.158,6281.888,453.878,437.512,4.449,0.868,1.037,0.964,0.993
48,2018-03-17-03,157727,1948.082,6283.744,465.349,431.557,5.391,0.859,1.078,0.927,0.992
49,2018-03-17-03,157189,3819.903,6286.889,459.991,435.094,2.937,0.884,1.057,0.946,0.994
50,2018-03-17-03,157576,2883.441,6285.307,465.82,430.707,1.286,0.875,1.082,0.925,0.993
51,2018-03-17-03,149773,4769.443,6291.832,446.81,426.796,13.128,0.846,1.047,0.955,0.988
52,2018-03-17-03,156801,5711.487,6293.994,464.546,429.764,175.646,0.867,1.081,0.925,0.993
53,2018-03-17-03,154284,545.46,7093.601,452.572,434.053,13.979,0.868,1.043,0.959,0.993
54,2018-03-17-03,157092,1479.387,7096.145,458.922,435.839,4.45,0.873,1.053,0.95,0.993
55,2018-03-17-03,160577,2416.657,7097.163,467.477,437.354,0.398,0.867,1.069,0.936,0.993
56,2018-03-17-03,159102,4295.075,7099.997,472.455,428.771,2.153,0.877,1.102,0.908,0.994
57,2018-03-17-03,157051,3352.393,7099.799,466.162,428.957,4.137,0.881,1.087,0.92,0.994
58,2018-03-17-03,158071,6182.065,7104.488,460.821,436.747,174.268,0.873,1.055,0.948,0.993
59,2018-03-17-03,155660,5240.098,7109.012,466.507,424.843,179.929,0.868,1.098,0.911,0.992
60,2018-03-17-03,156601,1011.523,7907.316,456.055,437.207,4.524,0.874,1.043,0.959,0.994
61,2018-03-17-03,159045,2882.253,7910.413,463.693,436.717,3.154,0.882,1.062,0.942,0.994
62,2018-03-17-03,157536,1947.217,7910.828,463.824,432.451,2.664,0.868,1.073,0.932,0.992
63,2018-03-17-03,157444,3821.994,7912.563,465.44,430.697,179.398,0.882,1.081,0.925,0.994
64,2018-03-17-03,158109,5708.956,7917.807,464.157,433.712,176.325,0.878,1.07,0.934,0.994
65,2018-03-17-03,156048,4765.103,7917.182,470.803,422.016,178.89,0.865,1.116,0.896,0.993
66,2018-03-17-03,153779,546.631,8720.065,451.958,433.221,14.25,0.867,1.043,0.959,0.993
67,2018-03-17-03,157851,1480.022,8721.338,461.239,435.744,3.418,0.874,1.059,0.945,0.994
68,2018-03-17-03,158422,2414.216,8722.781,465.117,433.674,2.039,0.881,1.073,0.932,0.994
