,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
66,2018-04-07-02,104436,564.367,8696.046,391.947,339.26,163.322,0.731,1.155,0.866,0.972
67,2018-04-07-02,98254,6179.767,8703.996,383.636,326.093,39.773,0.464,1.176,0.85,0.908
68,2018-04-07-02,99288,4284.051,8718.1,357.27,353.842,76.532,0.813,1.01,0.99,0.977
69,2018-04-07-02,68922,2400.478,8722.134,304.741,287.963,14.585,0.854,1.058,0.945,0.988
70,2018-04-07-02,59284,5222.02,8727.485,295.08,255.804,92.867,0.756,1.154,0.867,0.963
71,2018-04-07-02,56515,1478.076,8743.051,283.714,253.625,69.995,0.771,1.119,0.894,0.969
72,2018-04-07-02,18059,3266.854,8763.905,168.601,136.378,91.159,0.712,1.236,0.809,0.947
1,2018-04-07-03,107961,3339.774,587.135,391.659,350.969,45.051,0.747,1.116,0.896,0.966
2,2018-04-07-03,106133,5227.117,588.515,371.571,363.679,0.824,0.784,1.022,0.979,0.977
3,2018-04-07-03,56932,4282.411,574.539,272.489,266.022,129.416,0.732,1.024,0.976,0.963
4,2018-04-07-03,41583,2414.432,576.311,242.419,218.403,86.337,0.749,1.11,0.901,0.958
5,2018-04-07-03,64304,1478.616,598.137,299.098,273.738,58.483,0.781,1.093,0.915,0.975
6,2018-04-07-03,64442,537.202,616.889,316.088,259.58,92.519,0.658,1.218,0.821,0.943
7,2018-04-07-03,39759,6162.689,616.533,236.039,214.468,12.055,0.746,1.101,0.909,0.961
8,2018-04-07-03,124575,3814.122,1400.189,402.278,394.289,4.212,0.882,1.02,0.98,0.994
9,2018-04-07-03,119900,5680.72,1406.602,395.589,385.91,104.498,0.793,1.025,0.976,0.978
10,2018-04-07-03,110871,1936.474,1415.397,397.161,355.436,154.563,0.839,1.117,0.895,0.986
11,2018-04-07-03,80295,2866.593,1400.32,329.289,310.472,154.332,0.599,1.061,0.943,0.944
12,2018-04-07-03,42515,4728.164,1419.749,240.378,225.194,170.94,0.754,1.067,0.937,0.967
13,2018-04-07-03,35340,1121.601,1427.417,236.482,190.273,13.158,0.493,1.243,0.805,0.901
14,2018-04-07-03,51208,4281.964,2161.089,261.375,249.45,60.38,0.872,1.048,0.954,0.986
15,2018-04-07-03,95775,565.678,2213.794,375.488,324.763,153.685,0.692,1.156,0.865,0.96
16,2018-04-07-03,94935,6151.028,2229.307,353.919,341.533,120.731,0.806,1.036,0.965,0.981
17,2018-04-07-03,61990,1474.747,2207.536,287.294,274.73,73.077,0.739,1.046,0.956,0.962
18,2018-04-07-03,74395,2412.321,2223.78,362.068,261.616,27.242,0.804,1.384,0.723,0.98
19,2018-04-07-03,40868,5241.236,2226.234,251.067,207.255,95.345,0.706,1.211,0.825,0.955
20,2018-04-07-03,33151,3362.363,2225.144,221.892,190.224,17.317,0.728,1.166,0.857,0.947
21,2018-04-07-03,109604,2869.458,3014.574,380.763,366.507,77.412,0.816,1.039,0.963,0.983
22,2018-04-07-03,114016,4753.26,3023.271,389.757,372.462,160.786,0.744,1.046,0.956,0.969
23,2018-04-07-03,93542,1019.602,3029.871,360.969,329.949,173.703,0.765,1.094,0.914,0.971
24,2018-04-07-03,92439,5700.986,3035.295,358.167,328.609,10.228,0.784,1.09,0.917,0.976
25,2018-04-07-03,63659,3816.282,3023.5,306.288,264.631,41.612,0.707,1.157,0.864,0.949
26,2018-04-07-03,15764,1980.536,3037.425,153.927,130.395,55.788,0.63,1.18,0.847,0.932
27,2018-04-07-03,113699,5219.412,3834.166,389.799,371.387,39.165,0.787,1.05,0.953,0.973
28,2018-04-07-03,99433,1482.288,3828.136,382.7,330.813,40.334,0.765,1.157,0.864,0.969
29,2018-04-07-03,108590,3337.769,3840.449,382.535,361.433,2.273,0.8,1.058,0.945,0.976
30,2018-04-07-03,43590,629.095,3801.758,243.544,227.887,23.895,0.663,1.069,0.936,0.945
31,2018-04-07-03,27000,2460.269,3797.578,201.386,170.704,85.816,0.828,1.18,0.848,0.978
32,2018-04-07-03,75343,6163.239,3858.883,341.42,280.973,134.889,0.597,1.215,0.823,0.914
33,2018-04-07-03,54306,4307.515,3844.333,271.611,254.572,63.827,0.741,1.067,0.937,0.953
34,2018-04-07-03,98920,3815.215,4646.646,371.073,339.418,141.387,0.833,1.093,0.915,0.984
35,2018-04-07-03,90716,5695.692,4653.491,353.446,326.792,3.554,0.547,1.082,0.925,0.923
36,2018-04-07-03,49567,1977.396,4629.516,280.804,224.75,50.186,0.827,1.249,0.8,0.985
37,2018-04-07-03,61313,2893.185,4658.953,294.833,264.781,35.046,0.593,1.113,0.898,0.927
38,2018-04-07-03,58682,1007.675,4661.989,289.214,258.343,62.01,0.75,1.119,0.893,0.965
39,2018-04-07-03,13704,4750.519,4666.206,151.16,115.43,17.222,0.665,1.31,0.764,0.922
40,2018-04-07-03,108716,2428.768,5448.714,392.177,352.957,136.07,0.78,1.111,0.9,0.977
41,2018-04-07-03,91151,4308.018,5455.578,383.675,302.488,89.789,0.686,1.268,0.788,0.965
42,2018-04-07-03,95436,526.563,5445.653,382.078,318.032,28.16,0.822,1.201,0.832,0.986
43,2018-04-07-03,103025,6176.181,5464.007,369.105,355.388,3.446,0.786,1.039,0.963,0.973
44,2018-04-07-03,53389,5256.855,5469.436,271.436,250.434,11.852,0.716,1.084,0.923,0.957
45,2018-04-07-03,58196,3338.784,5490.447,300.428,246.639,169.518,0.635,1.218,0.821,0.941
46,2018-04-07-03,13994,1482.964,5508.286,159.534,111.686,148.73,0.744,1.428,0.7,0.953
47,2018-04-07-03,89095,2889.095,6246.053,341.789,331.899,82.943,0.812,1.03,0.971,0.976
48,2018-04-07-03,94086,4765.586,6271.328,363.462,329.591,68.328,0.744,1.103,0.907,0.968
49,2018-04-07-03,108013,1007.627,6288.521,383.849,358.283,156.433,0.854,1.071,0.933,0.986
50,2018-04-07-03,73532,5677.42,6277.56,321.755,290.978,2.748,0.705,1.106,0.904,0.955
51,2018-04-07-03,57786,3824.838,6273.062,289.936,253.764,134.915,0.678,1.143,0.875,0.939
52,2018-04-07-03,18762,1947.967,6262.639,156.779,152.37,139.199,0.746,1.029,0.972,0.946
53,2018-04-07-03,94914,5216.426,7074.267,371.172,325.586,166.823,0.698,1.14,0.877,0.957
54,2018-04-07-03,94038,3347.935,7088.019,365.869,327.256,29.594,0.72,1.118,0.894,0.953
55,2018-04-07-03,67973,541.126,7088.055,297.262,291.144,69.897,0.748,1.021,0.979,0.958
56,2018-04-07-03,50129,1479.304,7063.987,266.952,239.092,4.013,0.711,1.117,0.896,0.957
57,2018-04-07-03,60382,2413.086,7083.427,289.926,265.174,43.715,0.779,1.093,0.915,0.971
58,2018-04-07-03,63188,6104.827,7085.183,312.512,257.441,27.584,0.676,1.214,0.824,0.948
59,2018-04-07-03,30107,4293.663,7077.039,200.491,191.198,150.284,0.778,1.049,0.954,0.96
60,2018-04-07-03,104414,1949.188,7879.954,384.602,345.666,173.991,0.8,1.113,0.899,0.975
61,2018-04-07-03,104332,5699.853,7894.264,368.451,360.535,2.246,0.819,1.022,0.979,0.983
62,2018-04-07-03,66647,3830.241,7887.609,300.451,282.434,14.065,0.804,1.064,0.94,0.978
63,2018-04-07-03,49362,1007.697,7902.695,270.558,232.296,97.262,0.766,1.165,0.859,0.967
64,2018-04-07-03,57718,4728.239,7899.69,284.465,258.341,8.092,0.759,1.101,0.908,0.961
65,2018-04-07-03,43075,2887.007,7934.565,256.453,213.859,48.426,0.738,1.199,0.834,0.963
66,2018-04-07-03,104181,565.165,8695.75,391.854,338.512,163.218,0.73,1.158,0.864,0.972
67,2018-04-07-03,96770,6181.482,8701.258,378.952,325.137,30.58,0.494,1.166,0.858,0.909
68,2018-04-07-03,98968,4284.191,8718.563,356.644,353.321,86.335,0.823,1.009,0.991,0.978
69,2018-04-07-03,68832,2400.804,8721.82,304.479,287.835,14.106,0.851,1.058,0.945,0.988
70,2018-04-07-03,58946,5221.334,8727.369,294.691,254.681,93.034,0.755,1.157,0.864,0.965
71,2018-04-07-03,55981,1478.646,8744.445,281.43,253.268,68.881,0.776,1.111,0.9,0.97
72,2018-04-07-03,18019,3267.32,8764.543,168.651,136.035,91.387,0.732,1.24,0.807,0.95
1,2018-04-08-01,108121,3339.206,587.386,391.382,351.738,45.216,0.733,1.113,0.899,0.965
2,2018-04-08-01,106015,5227.407,588.553,371.53,363.315,1.324,0.79,1.023,0.978,0.978
3,2018-04-08-01,56739,4282.731,574.761,271.922,265.673,131.949,0.734,1.024,0.977,0.96
4,2018-04-08-01,63972,1477.462,598.581,298.775,272.618,59.316,0.78,1.096,0.912,0.977
5,2018-04-08-01,41107,2415.911,577.301,241.094,217.09,79.513,0.762,1.111,0.9,0.963
6,2018-04-08-01,65184,536.415,618.733,320.995,258.555,92.002,0.712,1.241,0.805,0.957
7,2018-04-08-01,38856,6163.529,618.204,237.217,208.556,17.71,0.741,1.137,0.879,0.955
8,2018-04-08-01,124554,3813.886,1400.251,402.352,394.15,3.877,0.887,1.021,0.98,0.994
9,2018-04-08-01,120020,5680.91,1406.585,395.156,386.719,105.081,0.8,1.022,0.979,0.98
10,2018-04-08-01,110705,1935.962,1415.586,396.997,355.05,154.604,0.832,1.118,0.894,0.986
11,2018-04-08-01,81217,2864.137,1403.662,324.734,318.441,163.093,0.642,1.02,0.981,0.95
12,2018-04-08-01,42230,4727.727,1420.133,238.513,225.433,174.268,0.768,1.058,0.945,0.967
13,2018-04-08-01,35930,1122.419,1426.723,240.678,190.077,14.628,0.473,1.266,0.79,0.893
14,2018-04-08-01,50303,4281.504,2160.737,258.905,247.379,60.999,0.873,1.047,0.955,0.986
15,2018-04-08-01,95886,564.986,2214.106,375.37,325.241,153.431,0.719,1.154,0.866,0.962
16,2018-04-08-01,94823,6151.556,2229.427,353.431,341.601,125.34,0.791,1.035,0.967,0.979
17,2018-04-08-01,61853,1474.381,2207.735,287.667,273.767,69.076,0.743,1.051,0.952,0.959
18,2018-04-08-01,74280,2411.856,2224.115,361.966,261.285,27.245,0.806,1.385,0.722,0.981
19,2018-04-08-01,41131,5241.034,2226.246,250.051,209.436,94.172,0.721,1.194,0.838,0.957
20,2018-04-08-01,33010,3361.754,2224.735,220.389,190.706,20.269,0.698,1.156,0.865,0.943
21,2018-04-08-01,109601,2869.349,3015.389,382.036,365.275,76.299,0.804,1.046,0.956,0.981
22,2018-04-08-01,114211,4753.33,3023.524,390.028,372.84,160.161,0.725,1.046,0.956,0.969
23,2018-04-08-01,93223,1019.032,3030.008,361.356,328.471,173.248,0.77,1.1,0.909,0.971
24,2018-04-08-01,92077,5701.429,3035.279,357.877,327.587,9.351,0.785,1.092,0.915,0.975
25,2018-04-08-01,64027,3815.825,3023.981,307.128,265.432,40.175,0.707,1.157,0.864,0.945
26,2018-04-08-01,15614,1987.161,3040.215,158.34,125.555,59.714,0.619,1.261,0.793,0.925
27,2018-04-08-01,113671,5219.457,3834.058,389.652,371.435,38.72,0.785,1.049,0.953,0.975
28,2018-04-08-01,99562,1481.741,3828.168,382.799,331.156,40.754,0.763,1.156,0.865,0.969
29,2018-04-08-01,107960,3336.782,3839.87,381.643,360.177,7.32,0.793,1.06,0.944,0.974
30,2018-04-08-01,46644,642.993,3801.004,255.13,232.78,27.886,0.416,1.096,0.912,0.895
31,2018-04-08-01,26980,2458.927,3797.909,200.171,171.613,85.717,0.829,1.166,0.857,0.976
32,2018-04-08-01,80916,6171.431,3853.747,336.108,306.525,142.464,0.672,1.097,0.912,0.947
33,2018-04-08-01,54289,4307.417,3844.644,271.523,254.575,63.556,0.749,1.067,0.938,0.956
34,2018-04-08-01,98968,3815.086,4646.619,371.098,339.56,141.026,0.827,1.093,0.915,0.985
35,2018-04-08-01,90286,5695.615,4653.536,352.573,326.048,4.355,0.559,1.081,0.925,0.923
36,2018-04-08-01,49525,1977.133,4629.482,281.15,224.283,49.856,0.835,1.254,0.798,0.985
37,2018-04-08-01,61407,2892.544,4660.189,294.765,265.248,33.063,0.597,1.111,0.9,0.931
38,2018-04-08-01,58487,1007.103,4662.547,288.756,257.892,61.659,0.752,1.12,0.893,0.967
39,2018-04-08-01,13331,4753.218,4664.675,154.14,110.118,13.151,0.634,1.4,0.714,0.931
40,2018-04-08-01,109374,2427.247,5448.775,393.224,354.147,139.616,0.777,1.11,0.901,0.976
41,2018-04-08-01,90547,4307.424,5456.188,383.116,300.922,90.572,0.691,1.273,0.785,0.968
42,2018-04-08-01,96304,526.853,5445.354,384.698,318.738,25.845,0.827,1.207,0.829,0.986
43,2018-04-08-01,102535,6176.034,5464.003,368.177,354.589,0.75,0.765,1.038,0.963,0.972
44,2018-04-08-01,53377,5256.902,5468.393,269.865,251.836,11.237,0.718,1.072,0.933,0.958
45,2018-04-08-01,58073,3338.001,5489.946,300.66,245.928,167.575,0.63,1.223,0.818,0.938
46,2018-04-08-01,14283,1482.573,5507.382,162.373,111.999,147.606,0.729,1.45,0.69,0.944
47,2018-04-08-01,88854,2889.034,6246.034,341.552,331.23,81.38,0.817,1.031,0.97,0.976
48,2018-04-08-01,93953,4765.546,6271.324,363.076,329.476,68.019,0.745,1.102,0.907,0.968
49,2018-04-08-01,107423,1006.961,6288.873,383.132,356.993,155.506,0.85,1.073,0.932,0.986
50,2018-04-08-01,73287,5678.201,6278.115,321.024,290.67,3.025,0.708,1.104,0.905,0.955
51,2018-04-08-01,57445,3823.473,6272.542,286.273,255.495,135.093,0.656,1.12,0.892,0.935
52,2018-04-08-01,18733,1950.391,6260.818,159.317,149.711,131.633,0.747,1.064,0.94,0.949
53,2018-04-08-01,94457,5216.507,7074.072,370.698,324.432,166.056,0.707,1.143,0.875,0.956
54,2018-04-08-01,93730,3348.688,7088.187,366.147,325.937,29.3,0.726,1.123,0.89,0.953
55,2018-04-08-01,67869,540.55,7087.963,295.729,292.205,73.171,0.762,1.012,0.988,0.963
56,2018-04-08-01,48430,1478.994,7065.209,262.712,234.717,6.182,0.719,1.119,0.893,0.959
57,2018-04-08-01,63039,6105.132,7085.476,312.315,256.996,27.526,0.671,1.215,0.823,0.945
58,2018-04-08-01,60427,2412.596,7083.507,290.012,265.292,42.564,0.787,1.093,0.915,0.97
59,2018-04-08-01,30081,4293.163,7077.087,199.998,191.503,150.707,0.766,1.044,0.958,0.958
60,2018-04-08-01,104450,1949.037,7880.209,384.581,345.805,174.606,0.801,1.112,0.899,0.976
61,2018-04-08-01,104269,5699.653,7894.334,368.426,360.342,2.201,0.819,1.022,0.978,0.984
62,2018-04-08-01,66272,3829.878,7887.734,300.472,280.825,13.998,0.797,1.07,0.935,0.977
63,2018-04-08-01,47369,1012.096,7902.831,271.927,221.795,96.835,0.756,1.226,0.816,0.969
64,2018-04-08-01,57947,4727.761,7899.909,285.751,258.199,6.438,0.752,1.107,0.904,0.958
65,2018-04-08-01,41801,2888.468,7934.879,250.439,212.518,50.344,0.734,1.178,0.849,0.965
66,2018-04-08-01,104018,564.762,8695.959,391.406,338.37,162.997,0.728,1.157,0.864,0.972
67,2018-04-08-01,97407,6181.489,8702.251,381.612,324.996,32.382,0.47,1.174,0.852,0.92
68,2018-04-08-01,98345,4283.751,8719.1,355.263,352.462,90.361,0.825,1.008,0.992,0.979
69,2018-04-08-01,68667,2400.517,8721.917,304.133,287.471,13.668,0.852,1.058,0.945,0.987
70,2018-04-08-01,58568,5220.913,8727.709,293.736,253.871,92.905,0.752,1.157,0.864,0.963
71,2018-04-08-01,56072,1478.533,8746.741,282.908,252.355,70.547,0.759,1.121,0.892,0.966
72,2018-04-08-01,18361,3267.349,8763.665,172.839,135.259,92.47,0.702,1.278,0.783,0.939
1,2018-04-08-02,111641,3340.343,587.015,393.146,361.56,46.022,0.752,1.087,0.92,0.968
2,2018-04-08-02,109163,5227.678,588.402,377.414,368.271,1.679,0.813,1.025,0.976,0.978
3,2018-04-08-02,61110,4282.151,574.86,285.261,272.759,131.833,0.734,1.046,0.956,0.962
4,2018-04-08-02,47355,2416.135,578.614,266.454,226.284,70.113,0.722,1.178,0.849,0.955
5,2018-04-08-02,66829,1476.566,598.844,307.336,276.861,61.185,0.783,1.11,0.901,0.977
6,2018-04-08-02,69815,536.533,618.462,330.479,268.977,91.945,0.711,1.229,0.814,0.959
7,2018-04-08-02,43671,6155.162,602.653,243.827,228.045,39.108,0.769,1.069,0.935,0.969
8,2018-04-08-02,125276,3813.743,1400.191,402.91,395.885,2.266,0.894,1.018,0.983,0.994
9,2018-04-08-02,127368,5689.521,1404.976,412.698,392.951,9.347,0.818,1.05,0.952,0.989
10,2018-04-08-02,111999,1936.074,1415.343,398.834,357.546,154.79,0.852,1.115,0.896,0.987
11,2018-04-08-02,85860,2864.361,1404.213,336.37,325.001,155.791,0.73,1.035,0.966,0.962
12,2018-04-08-02,47021,1121.57,1424.887,266.975,224.249,37.768,0.45,1.191,0.84,0.903
13,2018-04-08-02,48174,4726.689,1418.467,255.716,239.864,173.213,0.785,1.066,0.938,0.973
14,2018-04-08-02,50169,4281.225,2160.733,258.286,247.312,60.782,0.879,1.044,0.958,0.987
15,2018-04-08-02,102564,564.544,2217.978,385.836,338.456,146.806,0.718,1.14,0.877,0.959
16,2018-04-08-02,102584,6153.785,2227.329,373.934,349.297,116.65,0.774,1.071,0.934,0.974
17,2018-04-08-02,64437,1474.138,2207.651,294.154,278.914,68.381,0.722,1.055,0.948,0.958
18,2018-04-08-02,75558,2411.752,2224.057,364.827,263.696,27.466,0.793,1.384,0.723,0.98
19,2018-04-08-02,48089,5243.602,2226.672,262.383,233.356,89.158,0.714,1.124,0.889,0.951
20,2018-04-08-02,38788,3361.544,2224.018,235.216,209.962,8.216,0.706,1.12,0.893,0.947
21,2018-04-08-02,112720,2868.618,3017.457,388.127,369.774,68.905,0.835,1.05,0.953,0.985
22,2018-04-08-02,119217,4756.861,3025.952,398.857,380.567,154.179,0.826,1.048,0.954,0.985
23,2018-04-08-02,97613,1017.626,3030.059,367.237,338.432,170.221,0.76,1.085,0.922,0.969
24,2018-04-08-02,98055,5700.206,3036.476,371.217,336.319,2.951,0.788,1.104,0.906,0.978
25,2018-04-08-02,69718,3813.889,3026.003,312.691,283.883,31.482,0.64,1.101,0.908,0.927
26,2018-04-08-02,20449,1988.788,3039.705,172.657,150.799,70.17,0.698,1.145,0.873,0.959
27,2018-04-08-02,101347,1481.216,3828.561,386.283,334.053,41.354,0.757,1.156,0.865,0.969
28,2018-04-08-02,117914,5222.773,3835.361,396.618,378.533,29.385,0.825,1.048,0.954,0.982
29,2018-04-08-02,111997,3339.67,3841.244,388.236,367.3,172.964,0.821,1.057,0.946,0.982
30,2018-04-08-02,53488,648.244,3815.614,286.97,237.318,87.532,0.45,1.209,0.827,0.919
31,2018-04-08-02,92471,6170.546,3854.488,353.058,333.48,149.276,0.607,1.059,0.945,0.932
32,2018-04-08-02,28485,2457.431,3799.014,203.987,177.797,86.696,0.81,1.147,0.872,0.972
33,2018-04-08-02,57126,4306.981,3844.008,278.209,261.441,60.279,0.727,1.064,0.94,0.951
34,2018-04-08-02,100748,3815.048,4646.564,374.83,342.225,140.763,0.839,1.095,0.913,0.985
35,2018-04-08-02,64459,1007.954,4654.791,314.778,260.729,67.666,0.631,1.207,0.828,0.942
36,2018-04-08-02,95277,5699.17,4651.858,368.81,328.924,4.472,0.513,1.121,0.892,0.932
37,2018-04-08-02,50809,1978.558,4628.674,287.03,225.384,48.359,0.832,1.274,0.785,0.985
38,2018-04-08-02,69318,2886.223,4662.612,307.15,287.346,28.922,0.581,1.069,0.936,0.903
39,2018-04-08-02,20660,4743.181,4666.076,184.815,142.332,2.11,0.734,1.298,0.77,0.952
40,2018-04-08-02,115608,2420.726,5451.032,402.996,365.256,151.145,0.821,1.103,0.906,0.983
41,2018-04-08-02,94234,4307.252,5455.647,390.663,307.125,90.711,0.711,1.272,0.786,0.97
42,2018-04-08-02,98243,529.289,5444.926,388.718,321.794,23.889,0.835,1.208,0.828,0.986
43,2018-04-08-02,105127,6176.565,5464.086,374.291,357.614,3.987,0.784,1.047,0.955,0.973
44,2018-04-08-02,55887,5256.715,5467.193,273.455,260.217,17.636,0.744,1.051,0.952,0.963
45,2018-04-08-02,66623,3330.787,5493.113,326.92,259.474,176.38,0.573,1.26,0.794,0.921
46,2018-04-08-02,22438,1483.962,5514.147,181.073,157.776,143.587,0.737,1.148,0.871,0.961
47,2018-04-08-02,90850,2888.6,6246.745,344.838,335.443,81.08,0.82,1.028,0.973,0.976
48,2018-04-08-02,96058,4766.19,6271.575,367.549,332.758,66.258,0.761,1.105,0.905,0.972
49,2018-04-08-02,108255,1006.898,6288.924,384.908,358.097,155.309,0.858,1.075,0.93,0.986
50,2018-04-08-02,77158,5678.757,6279.351,329.231,298.394,4.703,0.691,1.103,0.906,0.952
51,2018-04-08-02,64328,3824.714,6272.792,301.093,272.025,142.016,0.622,1.107,0.903,0.926
52,2018-04-08-02,22144,1945.687,6264.479,171.086,164.798,143.626,0.765,1.038,0.963,0.948
53,2018-04-08-02,97663,3349.014,7085.287,373.102,333.283,40.083,0.677,1.119,0.893,0.939
54,2018-04-08-02,100499,5216.315,7078.652,378.204,338.334,167.264,0.698,1.118,0.895,0.96
55,2018-04-08-02,72030,540.733,7089.053,308.84,296.954,96.636,0.759,1.04,0.962,0.962
56,2018-04-08-02,71196,6107.863,7086.964,333.577,271.75,42.551,0.556,1.228,0.815,0.922
57,2018-04-08-02,49628,1476.687,7065.418,268.295,235.518,162.018,0.67,1.139,0.878,0.938
58,2018-04-08-02,63413,2413.414,7083.321,297.394,271.491,42.382,0.753,1.095,0.913,0.965
59,2018-04-08-02,33690,4293.086,7078.891,207.956,206.272,166.683,0.775,1.008,0.992,0.96
60,2018-04-08-02,106798,1948.638,7881.372,388.83,349.714,173.472,0.809,1.112,0.899,0.978
61,2018-04-08-02,107270,5699.305,7894.833,373.608,365.571,8.562,0.83,1.022,0.978,0.985
62,2018-04-08-02,67144,3830.193,7886.651,303.554,281.632,16.589,0.8,1.078,0.928,0.974
63,2018-04-08-02,50573,1015.982,7905.893,281.221,228.971,95.921,0.722,1.228,0.814,0.958
64,2018-04-08-02,61253,4726.433,7900.328,294.652,264.684,5.434,0.727,1.113,0.898,0.961
65,2018-04-08-02,43229,2888.666,7936.055,254.408,216.349,54.581,0.737,1.176,0.85,0.96
66,2018-04-08-02,106861,564.547,8696.439,396.961,342.753,161.907,0.752,1.158,0.863,0.975
67,2018-04-08-02,107911,6176.475,8711.871,408.24,336.559,34.732,0.611,1.213,0.824,0.938
68,2018-04-08-02,100435,4284.278,8719.121,359.248,355.96,119.611,0.823,1.009,0.991,0.977
69,2018-04-08-02,70238,2399.03,8720.838,306.706,291.581,7.665,0.857,1.052,0.951,0.987
70,2018-04-08-02,62486,5217.891,8729.367,300.513,264.746,93.883,0.726,1.135,0.881,0.954
71,2018-04-08-02,60208,1480.37,8750.372,294.598,260.216,80.851,0.781,1.132,0.883,0.972
72,2018-04-08-02,20657,3267.053,8764.376,184.379,142.648,95.487,0.749,1.293,0.774,0.963
1,2018-04-08-03,108003,3338.806,587.823,391.1,351.608,45.995,0.74,1.112,0.899,0.966
2,2018-04-08-03,105682,5227.718,589.057,370.711,362.975,1.957,0.791,1.021,0.979,0.978
3,2018-04-08-03,56552,4282.435,575.152,272.185,264.541,131.574,0.718,1.029,0.972,0.959
4,2018-04-08-03,62785,1475.903,598.516,296.481,269.63,60.542,0.786,1.1,0.909,0.976
5,2018-04-08-03,41084,2417.397,578.554,243.486,214.837,77.115,0.754,1.133,0.882,0.957
6,2018-04-08-03,64875,535.913,619.231,319.509,258.526,91.536,0.734,1.236,0.809,0.963
7,2018-04-08-03,39978,6154.414,600.56,230.415,220.912,55.527,0.745,1.043,0.959,0.964
8,2018-04-08-03,119842,5680.872,1406.939,394.94,386.356,106.272,0.797,1.022,0.978,0.978
9,2018-04-08-03,124377,3813.792,1400.592,402.49,393.455,3.766,0.882,1.023,0.978,0.994
10,2018-04-08-03,110554,1935.597,1415.961,396.892,354.66,154.708,0.838,1.119,0.894,0.986
11,2018-04-08-03,79748,2863.514,1404.722,322.788,314.566,161.552,0.637,1.026,0.975,0.952
12,2018-04-08-03,41373,4727.217,1420.823,236.551,222.691,176.834,0.762,1.062,0.941,0.97
13,2018-04-08-03,35639,1121.569,1426.271,241.065,188.236,13.66,0.466,1.281,0.781,0.89
14,2018-04-08-03,48356,4280.887,2159.454,253.201,243.162,57.16,0.873,1.041,0.96,0.987
15,2018-04-08-03,95700,564.667,2214.849,375.296,324.675,152.765,0.707,1.156,0.865,0.961
16,2018-04-08-03,93667,6151.189,2229.256,351.577,339.216,118.014,0.804,1.036,0.965,0.982
17,2018-04-08-03,61511,1473.832,2207.981,286.064,273.779,68.214,0.743,1.045,0.957,0.961
18,2018-04-08-03,74094,2411.684,2224.079,361.466,260.991,27.315,0.806,1.385,0.722,0.98
19,2018-04-08-03,40511,5240.233,2225.96,248.452,207.607,92.611,0.691,1.197,0.836,0.951
20,2018-04-08-03,32714,3361.091,2224.779,219.283,189.949,18.623,0.709,1.154,0.866,0.946
21,2018-04-08-03,109905,2869.047,3015.543,382.087,366.239,77.318,0.815,1.043,0.959,0.983
22,2018-04-08-03,113866,4753.258,3023.022,390.195,371.555,162.664,0.713,1.05,0.952,0.969
23,2018-04-08-03,93024,1018.596,3029.97,360.694,328.372,173.519,0.758,1.098,0.91,0.97
24,2018-04-08-03,92072,5701.87,3035.425,357.746,327.689,8.371,0.781,1.092,0.916,0.977
25,2018-04-08-03,64038,3815.54,3023.714,304.689,267.603,39.045,0.699,1.139,0.878,0.949
26,2018-04-08-03,14687,1988.07,3038.915,151.02,123.825,51.312,0.583,1.22,0.82,0.918
27,2018-04-08-03,113013,5218.872,3834.703,387.227,371.598,39.883,0.778,1.042,0.96,0.973
28,2018-04-08-03,99216,1481.303,3828.136,382.133,330.58,40.196,0.77,1.156,0.865,0.969
29,2018-04-08-03,107736,3336.39,3839.986,381.2,359.847,7.268,0.803,1.059,0.944,0.973
30,2018-04-08-03,42449,653.02,3799.582,239.455,225.711,42.424,0.406,1.061,0.943,0.901
31,2018-04-08-03,75275,6164.27,3859.733,343.713,278.847,134.658,0.583,1.233,0.811,0.912
32,2018-04-08-03,25958,2457.184,3798.104,194.616,169.826,82.349,0.819,1.146,0.873,0.972
33,2018-04-08-03,54119,4307.5,3844.919,270.68,254.568,63.168,0.754,1.063,0.94,0.952
34,2018-04-08-03,99004,3814.87,4646.725,371.279,339.518,140.883,0.825,1.094,0.914,0.984
35,2018-04-08-03,89399,5695.766,4653.934,350.111,325.115,7.861,0.56,1.077,0.929,0.923
36,2018-04-08-03,49390,1977.164,4629.483,281.45,223.433,49.693,0.827,1.26,0.794,0.985
37,2018-04-08-03,61616,2892.566,4662.492,293.251,267.525,35.365,0.619,1.096,0.912,0.927
38,2018-04-08-03,58512,1006.553,4662.389,289.308,257.51,62.807,0.761,1.123,0.89,0.965
39,2018-04-08-03,14121,4746.522,4663.205,150.937,119.119,1.58,0.654,1.267,0.789,0.924
40,2018-04-08-03,108777,2428.063,5448.832,392.445,352.913,136.397,0.781,1.112,0.899,0.975
41,2018-04-08-03,89333,4306.904,5457.149,379.506,299.711,90.441,0.671,1.266,0.79,0.963
42,2018-04-08-03,96071,529.343,5444.302,384.925,317.78,22.59,0.83,1.211,0.826,0.986
43,2018-04-08-03,101715,6175.537,5464.235,365.666,354.169,178.935,0.769,1.032,0.969,0.972
44,2018-04-08-03,52244,5257.159,5466.926,267.075,249.066,14.316,0.705,1.072,0.933,0.961
45,2018-04-08-03,57958,3336.494,5489.777,299.554,246.347,166.35,0.645,1.216,0.822,0.938
46,2018-04-08-03,15400,1486.344,5501.839,159.672,122.801,144.724,0.766,1.3,0.769,0.956
