 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
26,scanner_image_03,100614,3335.918,3840.917,369.458,346.740,10.156,0.763,1.066,0.939,0.965
27,scanner_image_03,57801,5216.622,3842.016,286.864,256.549,20.522,0.767,1.118,0.894,0.969
28,scanner_image_03,46747,4303.631,3847.111,252.098,236.099,74.397,0.745,1.068,0.937,0.947
29,scanner_image_03,63903,6162.500,3864.684,327.611,248.355,140.915,0.525,1.319,0.758,0.874
30,scanner_image_03,93962,3812.145,4649.749,366.770,326.188,134.074,0.759,1.124,0.889,0.966
31,scanner_image_03,68797,5713.383,4655.982,306.443,285.844,32.023,0.681,1.072,0.933,0.933
32,scanner_image_03,46146,1975.421,4629.050,271.339,216.537,51.754,0.825,1.253,0.798,0.985
33,scanner_image_03,52701,1005.302,4660.120,275.358,243.686,57.038,0.753,1.130,0.885,0.960
34,scanner_image_03,57522,2886.967,4676.831,296.134,247.318,75.418,0.556,1.197,0.835,0.910
35,scanner_image_03,118632,541.480,5461.218,390.534,386.771,62.364,0.867,1.010,0.990,0.991
36,scanner_image_03,102448,2431.280,5444.499,381.886,341.570,138.418,0.792,1.118,0.894,0.980
37,scanner_image_03,71845,4307.555,5449.946,328.788,278.222,80.636,0.772,1.182,0.846,0.958
38,scanner_image_03,88781,6165.441,5463.220,352.803,320.404,154.688,0.701,1.101,0.908,0.947
39,scanner_image_03,38490,5225.038,5424.352,277.738,176.451,156.671,0.453,1.574,0.635,0.859
40,scanner_image_03,40055,3319.233,5489.883,257.744,197.869,149.581,0.699,1.303,0.768,0.939
41,scanner_image_03,79481,2896.562,6249.634,329.719,306.923,69.170,0.822,1.074,0.931,0.974
42,scanner_image_03,90139,1010.396,6287.744,351.891,326.148,116.137,0.718,1.079,0.927,0.951
43,scanner_image_03,50515,3822.131,6271.683,268.596,239.459,126.923,0.742,1.122,0.892,0.956
44,scanner_image_03,57402,5688.538,6283.218,275.025,265.745,44.781,0.735,1.035,0.966,0.952
45,scanner_image_03,74625,4765.499,6291.402,315.078,301.562,34.823,0.754,1.045,0.957,0.967
46,scanner_image_03,94085,3345.311,7077.488,353.324,339.045,17.354,0.677,1.042,0.960,0.936
47,scanner_image_03,64831,6120.481,7091.042,300.382,274.801,76.042,0.531,1.093,0.915,0.917
48,scanner_image_03,77547,5221.396,7103.257,326.074,302.802,136.693,0.742,1.077,0.929,0.959
49,scanner_image_03,58675,541.691,7089.303,278.940,267.825,38.834,0.772,1.042,0.960,0.965
50,scanner_image_03,58082,2411.880,7081.918,281.373,262.826,43.747,0.768,1.071,0.934,0.963
51,scanner_image_03,24437,4307.902,7062.494,204.043,152.488,126.405,0.540,1.338,0.747,0.864
52,scanner_image_03,26717,1465.835,7084.747,196.071,173.494,16.659,0.862,1.130,0.885,0.984
53,scanner_image_03,86857,1959.689,7870.289,358.616,308.379,166.046,0.716,1.163,0.860,0.961
54,scanner_image_03,96948,5695.740,7898.001,359.314,343.538,178.001,0.824,1.046,0.956,0.983
55,scanner_image_03,57345,3821.555,7886.293,270.455,269.967,68.840,0.832,1.002,0.998,0.982
56,scanner_image_03,53530,4728.229,7899.768,275.880,247.051,4.295,0.731,1.117,0.896,0.952
57,scanner_image_03,7413,2873.060,7967.157,100.553,93.866,139.196,0.783,1.071,0.933,0.951
58,scanner_image_03,86607,6191.972,8696.903,350.697,314.435,30.462,0.590,1.115,0.897,0.949
59,scanner_image_03,78337,550.642,8700.325,331.339,301.026,168.752,0.768,1.101,0.909,0.978
60,scanner_image_03,56224,2404.084,8717.323,279.833,255.819,27.112,0.837,1.094,0.914,0.981
61,scanner_image_03,66861,4287.908,8737.901,307.104,277.203,1.482,0.841,1.108,0.903,0.985
62,scanner_image_03,42511,5206.848,8743.048,258.785,209.157,107.098,0.758,1.237,0.808,0.964
63,scanner_image_03,13177,3267.572,8769.410,144.326,116.247,91.220,0.577,1.242,0.805,0.921
64,scanner_image_03,18222,1492.945,8840.287,184.925,125.462,7.841,0.393,1.474,0.678,0.736
