 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,AR,Round,Solidity
29,scanner_image_02,50160,596.526,3795.688,273.030,233.915,46.447,0.754,1.167,0.857,0.959
30,scanner_image_02,105302,3337.317,3840.299,375.391,357.160,9.286,0.775,1.051,0.951,0.970
31,scanner_image_02,25664,2466.929,3798.099,196.345,166.424,81.941,0.799,1.180,0.848,0.968
32,scanner_image_02,67489,6157.712,3861.652,328.473,261.604,128.989,0.534,1.256,0.796,0.876
33,scanner_image_02,51992,4306.938,3844.655,265.981,248.884,65.284,0.758,1.069,0.936,0.956
34,scanner_image_02,97416,3815.023,4647.185,367.923,337.119,141.157,0.806,1.091,0.916,0.983
35,scanner_image_02,88201,5695.509,4653.494,346.930,323.700,10.559,0.614,1.072,0.933,0.930
36,scanner_image_02,54031,2898.768,4653.700,274.689,250.445,43.501,0.549,1.097,0.912,0.913
37,scanner_image_02,48098,1974.846,4631.753,272.482,224.750,52.732,0.835,1.212,0.825,0.986
38,scanner_image_02,55880,1008.209,4665.757,281.305,252.923,59.478,0.766,1.112,0.899,0.967
39,scanner_image_02,7773,4778.972,4685.718,118.575,83.466,1.500,0.794,1.421,0.704,0.966
40,scanner_image_02,104320,2432.317,5448.514,382.309,347.427,130.716,0.778,1.100,0.909,0.978
41,scanner_image_02,87395,4309.712,5457.789,374.203,297.365,87.431,0.673,1.258,0.795,0.954
42,scanner_image_02,95049,522.482,5451.418,371.589,325.683,39.123,0.819,1.141,0.876,0.984
43,scanner_image_02,101125,6175.574,5464.094,361.924,355.755,9.979,0.754,1.017,0.983,0.970
44,scanner_image_02,51953,5255.697,5478.087,262.708,251.795,0.959,0.756,1.043,0.958,0.962
45,scanner_image_02,55620,3339.515,5489.512,290.809,243.519,166.615,0.681,1.194,0.837,0.945
46,scanner_image_02,10740,1481.483,5519.898,146.848,93.121,153.450,0.775,1.577,0.634,0.969
47,scanner_image_02,88672,2888.156,6246.409,339.617,332.435,91.359,0.800,1.022,0.979,0.974
48,scanner_image_02,92445,4764.712,6271.666,359.263,327.628,69.945,0.721,1.097,0.912,0.967
49,scanner_image_02,109180,1007.223,6286.984,384.177,361.844,167.758,0.866,1.062,0.942,0.985
50,scanner_image_02,70020,5678.536,6276.516,310.050,287.541,177.887,0.675,1.078,0.927,0.954
51,scanner_image_02,53330,3825.722,6273.039,280.015,242.494,129.546,0.629,1.155,0.866,0.934
52,scanner_image_02,18981,1944.938,6262.102,165.347,146.161,109.665,0.785,1.131,0.884,0.964
53,scanner_image_02,90705,5219.276,7073.759,356.861,323.625,163.194,0.691,1.103,0.907,0.952
54,scanner_image_02,93527,3344.866,7087.375,357.519,333.079,39.079,0.686,1.073,0.932,0.949
55,scanner_image_02,50185,1472.305,7058.777,259.486,246.246,40.268,0.824,1.054,0.949,0.977
56,scanner_image_02,64670,540.197,7089.439,290.091,283.843,29.944,0.742,1.022,0.978,0.963
57,scanner_image_02,57391,2413.413,7084.185,283.409,257.834,41.882,0.779,1.099,0.910,0.969
58,scanner_image_02,52654,6115.333,7081.027,275.962,242.936,36.585,0.671,1.136,0.880,0.949
59,scanner_image_02,28081,4294.499,7078.034,193.545,184.732,153.227,0.766,1.048,0.954,0.961
60,scanner_image_02,101850,1949.262,7880.386,378.205,342.882,174.408,0.767,1.103,0.907,0.972
61,scanner_image_02,101698,5700.919,7895.427,365.078,354.680,3.006,0.796,1.029,0.972,0.981
62,scanner_image_02,68486,3832.196,7891.989,301.543,289.176,2.040,0.813,1.043,0.959,0.981
63,scanner_image_02,50227,997.442,7899.254,268.737,237.969,107.593,0.778,1.129,0.886,0.965
64,scanner_image_02,55106,4730.594,7899.437,274.297,255.793,12.220,0.787,1.072,0.933,0.968
65,scanner_image_02,44432,2887.939,7935.868,262.410,215.589,37.292,0.743,1.217,0.822,0.961
66,scanner_image_02,97667,557.985,8693.949,365.203,340.506,154.348,0.754,1.073,0.932,0.978
67,scanner_image_02,90809,6183.062,8697.730,361.505,319.834,34.769,0.554,1.130,0.885,0.933
68,scanner_image_02,98414,4284.886,8717.421,356.551,351.435,70.359,0.787,1.015,0.986,0.978
69,scanner_image_02,68320,2401.848,8723.237,304.635,285.548,19.783,0.851,1.067,0.937,0.986
70,scanner_image_02,56033,5223.627,8725.811,283.357,251.779,95.988,0.716,1.125,0.889,0.961
71,scanner_image_02,55853,1479.578,8738.329,282.387,251.833,70.096,0.781,1.121,0.892,0.973
72,scanner_image_02,15952,3265.402,8764.031,156.635,129.669,96.497,0.701,1.208,0.828,0.937
